vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount,tip_amount
VTS,1,2,600,1.57,CSH,8.0,0.0
VTS,1,1,1320,7.75,CRD,24.0,2.5
VTS,1,1,360,1.01,CSH,6.5,0.0
VTS,1,2,780,4.1,CSH,14.0,0.0
VTS,1,2,180,0.49,CSH,4.0,0.0
VTS,1,1,420,2.41,CRD,9.0,1.5
CMT,2,2,1847,18.8,CRD,52.0,11.56
CMT,1,2,183,0.8,CSH,4.5,0.0
VTS,1,1,420,1.27,CRD,7.0,1.5
VTS,1,2,900,2.04,CSH,11.0,0.0
VTS,1,2,540,2.15,CSH,9.0,0.0
VTS,1,3,480,0.69,CRD,6.5,0.0
VTS,1,6,1260,5.66,CSH,20.5,0.0
VTS,1,6,480,0.64,CRD,6.5,1.3
VTS,1,6,1620,3.17,CSH,17.5,0.0
CMT,1,1,495,1.5,CSH,7.5,0.0
VTS,1,1,240,0.89,CRD,5.0,1.5
VTS,1,1,420,1.58,CRD,7.5,1.5
VTS,1,1,240,0.87,CRD,5.0,1.0
VTS,1,1,240,0.66,CSH,4.5,0.0
CMT,1,1,2047,6.2,CRD,25.0,5.1
CMT,1,1,1012,2.8,CRD,13.0,2.9
CMT,1,1,529,2.1,CSH,8.5,0.0
CMT,1,1,1500,4.0,CRD,18.5,3.5
CMT,1,1,620,1.7,CSH,9.0,0.0
CMT,1,1,284,0.9,CRD,5.0,1.65
CMT,1,1,421,1.3,CSH,7.0,0.0
CMT,1,1,436,1.2,CSH,7.0,0.0
CMT,1,1,826,2.0,CRD,10.5,2.4
CMT,1,1,757,2.5,CSH,12.0,0.0
CMT,1,2,157,0.9,CSH,4.5,0.0
CMT,1,1,280,0.9,CSH,5.5,0.0
VTS,1,1,480,1.93,CRD,8.0,1.0
VTS,1,1,540,1.66,CSH,8.5,0.0
VTS,1,1,360,0.7,CRD,6.0,2.0
VTS,1,1,780,2.26,CRD,11.0,1.0
VTS,1,3,360,1.82,CSH,7.5,0.0
VTS,1,2,360,1.77,CSH,7.0,0.0
VTS,1,2,840,2.53,CRD,11.5,2.4
CMT,1,1,1395,2.6,CRD,16.0,3.3
CMT,1,1,836,2.4,CRD,11.0,2.0
VTS,1,6,1680,10.11,CRD,31.5,7.37
VTS,1,6,180,0.65,CSH,4.5,0.0
VTS,1,6,720,2.68,CSH,11.0,0.0
VTS,1,6,240,0.71,CSH,5.0,0.0
VTS,1,6,240,0.68,CSH,5.0,0.0
CMT,1,1,704,2.1,CRD,10.0,1.5
CMT,1,1,480,1.1,CRD,7.5,1.0
CMT,1,2,711,1.0,CSH,8.5,0.0
CMT,1,1,363,1.1,CSH,6.5,0.0
CMT,1,1,809,3.6,CSH,14.5,0.0
CMT,1,2,655,2.6,CSH,11.0,0.0
CMT,1,2,864,3.3,CSH,13.5,0.0
VTS,1,1,1380,4.36,CRD,18.5,4.75
VTS,1,2,1140,5.28,CRD,19.0,1.0
VTS,1,3,3000,13.32,CRD,46.0,11.5
VTS,1,1,300,0.79,CRD,5.5,1.0
CMT,1,1,362,1.3,CSH,6.5,0.0
CMT,1,1,670,1.5,CRD,9.0,1.9
CMT,1,1,1432,6.1,CSH,22.5,0.0
CMT,1,1,591,0.8,CSH,7.5,0.0
CMT,1,1,296,0.8,CSH,5.0,0.0
CMT,1,3,1515,6.5,CSH,23.0,0.0
CMT,1,1,380,2.2,CRD,8.5,1.9
CMT,1,2,525,2.3,CSH,9.0,0.0
CMT,1,1,328,1.1,CRD,6.0,1.5
VTS,1,1,180,0.94,CRD,5.0,1.2
VTS,1,1,1140,2.79,CRD,14.0,3.0
CMT,1,1,1129,3.0,CRD,14.0,3.1
CMT,1,1,963,5.3,CRD,18.5,3.9
CMT,1,1,1715,11.3,CRD,34.5,6.0
CMT,1,1,662,6.2,CSH,18.5,0.0
CMT,1,1,514,3.1,CSH,10.5,0.0
CMT,1,1,1536,3.8,CSH,17.5,0.0
CMT,1,1,1428,9.3,CRD,28.5,5.9
CMT,1,2,749,4.2,CRD,14.0,3.0
CMT,2,3,3274,18.1,CRD,52.0,8.0
CMT,2,4,2379,16.6,CRD,52.0,7.5
CMT,1,1,1895,5.2,CRD,24.0,3.0
CMT,1,1,752,2.4,CRD,11.0,3.0
CMT,1,1,321,0.9,CRD,5.5,1.3
CMT,1,1,549,2.1,CRD,9.0,2.0
CMT,1,1,355,0.9,CSH,6.0,0.0
CMT,1,1,192,0.9,CSH,5.0,0.0
CMT,1,1,440,0.8,CSH,6.5,0.0
CMT,1,1,112,0.3,CSH,3.5,0.0
CMT,1,1,1269,2.0,CSH,14.0,0.0
CMT,1,1,70,0.4,CRD,3.5,1.0
CMT,1,1,848,2.9,CSH,12.5,0.0
VTS,1,6,2580,6.81,CRD,29.5,5.0
VTS,1,6,180,0.23,CSH,3.5,0.0
VTS,2,6,1920,19.3,CRD,52.0,5.0
VTS,1,6,1380,4.59,CRD,18.5,3.7
VTS,1,1,900,3.21,CSH,13.5,0.0
VTS,1,2,240,0.96,CSH,5.5,0.0
VTS,1,1,540,1.67,CRD,8.5,1.9
VTS,1,2,240,1.21,CRD,6.0,1.3
VTS,1,1,1140,6.41,CSH,21.0,0.0
VTS,1,2,300,0.51,CSH,5.0,0.0
VTS,1,1,660,1.08,CSH,8.5,0.0
VTS,1,1,960,2.05,CRD,11.5,1.5
VTS,1,1,900,2.63,CSH,12.0,0.0
VTS,1,1,600,2.96,CRD,11.0,2.2
VTS,1,2,780,2.86,CSH,11.5,0.0
VTS,1,1,900,5.56,CRD,19.0,0.0
VTS,1,1,1020,3.78,CRD,15.0,3.0
VTS,1,1,960,2.43,CRD,13.0,2.8
VTS,1,1,300,1.21,CSH,6.0,0.0
CMT,1,1,178,0.4,CRD,4.0,1.1
CMT,1,2,354,0.7,CSH,5.5,0.0
CMT,1,1,121,0.4,CSH,3.5,0.0
CMT,1,4,372,0.7,CRD,6.0,1.3
CMT,1,1,2420,19.0,CSH,55.0,0.0
CMT,1,1,323,1.5,CSH,6.5,0.0
CMT,1,1,654,2.2,CRD,10.5,1.0
CMT,1,1,430,1.2,CRD,7.0,2.0
CMT,1,1,231,0.7,CSH,5.0,0.0
CMT,1,1,748,2.0,CRD,9.5,1.0
CMT,1,1,941,1.8,CRD,11.0,1.5
CMT,1,1,182,0.5,CRD,4.0,1.1
CMT,2,1,1876,16.8,CSH,52.0,0.0
CMT,1,1,219,1.2,CRD,6.0,2.1
CMT,1,1,594,1.9,CRD,9.5,1.0
CMT,1,2,1220,3.9,CRD,16.5,1.0
CMT,1,1,823,1.8,CRD,11.0,1.0
VTS,1,1,480,1.27,CRD,7.0,2.4
CMT,1,1,961,0.8,CSH,10.5,0.0
CMT,1,1,1929,7.7,CSH,30.0,0.0
CMT,1,1,689,1.9,CRD,9.5,2.2
CMT,1,1,422,1.3,CSH,7.0,0.0
CMT,1,1,680,1.0,CRD,8.5,1.0
CMT,1,1,1330,4.0,CSH,17.5,0.0
VTS,1,6,1440,1.98,CRD,16.0,1.0
VTS,1,6,240,0.68,CRD,4.5,1.35
VTS,1,6,540,1.45,CRD,8.0,1.6
VTS,1,6,180,0.56,CRD,4.5,2.0
VTS,1,6,900,0.8,CRD,10.0,2.0
VTS,1,6,420,1.01,CSH,6.5,0.0
VTS,1,1,720,3.27,CRD,11.5,2.0
CMT,1,3,345,1.0,CSH,6.0,0.0
CMT,1,2,1707,3.1,CSH,19.0,0.0
CMT,2,1,3484,21.8,CRD,52.0,11.55
CMT,1,1,1025,2.2,CRD,12.5,2.6
CMT,1,2,554,1.7,CRD,8.5,2.0
CMT,1,2,790,1.6,CRD,10.0,2.1
CMT,1,4,777,1.7,CSH,10.0,0.0
CMT,1,1,564,2.3,CRD,9.5,1.5
VTS,1,6,300,0.75,CSH,5.5,0.0
VTS,1,6,1320,3.31,CRD,16.0,3.2
VTS,2,6,3060,21.27,CSH,52.0,0.0
VTS,1,6,240,0.5,CSH,4.0,0.0
CMT,1,1,466,1.8,CSH,8.0,0.0
CMT,1,1,286,1.8,CSH,7.0,0.0
CMT,1,1,540,1.9,CRD,8.5,1.5
CMT,1,1,321,1.4,CRD,6.5,1.4
CMT,1,1,543,1.8,CSH,8.5,0.0
CMT,1,1,343,1.1,CRD,6.0,1.5
CMT,1,6,1066,1.8,CSH,12.5,0.0
CMT,1,1,1148,1.4,CRD,12.5,2.8
CMT,1,1,169,1.1,CSH,5.0,0.0
CMT,1,1,715,3.0,CRD,11.5,3.1
CMT,1,2,969,2.8,CRD,12.5,2.7
CMT,1,1,100,0.5,CSH,3.5,0.0
CMT,1,1,529,1.2,CSH,8.0,0.0
CMT,1,1,1468,4.8,CSH,20.0,0.0
CMT,1,1,965,0.7,CSH,10.5,0.0
CMT,1,1,508,1.4,CRD,8.0,1.9
CMT,1,1,1058,9.5,CRD,28.5,3.5
CMT,1,1,451,1.4,CRD,7.0,1.7
CMT,1,1,2023,18.0,CSH,50.5,0.0
CMT,1,1,5,0.1,NOC,2.5,0.0
CMT,1,1,1274,2.8,CRD,14.5,3.2
VTS,1,1,2220,14.04,CSH,43.5,0.0
VTS,1,1,720,1.69,CSH,10.0,0.0
VTS,1,1,960,4.3,CSH,16.0,0.0
VTS,1,1,540,1.13,CRD,7.5,1.5
VTS,1,1,840,1.27,CRD,10.0,2.0
VTS,1,1,1260,3.78,CRD,17.0,3.0
VTS,1,1,540,1.88,CSH,8.0,0.0
VTS,1,1,660,0.93,CSH,8.0,0.0
VTS,1,1,120,0.72,CSH,4.0,0.0
CMT,1,1,457,2.1,CSH,9.5,0.0
CMT,1,1,2517,24.3,CSH,67.0,0.0
CMT,1,1,325,0.7,CSH,5.5,0.0
CMT,1,1,184,0.7,CSH,4.5,0.0
CMT,1,3,1375,6.3,CRD,22.0,4.6
CMT,1,1,552,1.4,CRD,8.0,2.37
VTS,1,3,480,0.89,CRD,6.5,1.5
VTS,1,2,1440,3.59,CSH,17.5,0.0
VTS,1,1,1920,8.34,CRD,30.0,0.0
VTS,1,2,240,0.41,CSH,4.0,0.0
VTS,2,1,2580,17.5,CRD,52.0,11.47
VTS,1,2,300,1.31,CSH,6.5,0.0
VTS,1,2,2220,10.82,CSH,35.0,0.0
VTS,1,1,840,2.17,CSH,11.0,0.0
VTS,1,2,480,2.18,CRD,9.0,2.38
VTS,1,1,960,7.47,CSH,22.0,0.0
CMT,1,2,468,0.9,CSH,7.0,0.0
CMT,1,1,493,2.2,CRD,9.0,1.9
CMT,1,2,921,4.0,CSH,15.5,0.0
CMT,1,2,1095,5.6,CSH,19.0,0.0
CMT,1,1,685,1.9,CRD,9.5,1.5
CMT,1,1,551,1.3,CRD,7.5,1.0
CMT,1,1,653,5.4,CSH,17.0,0.0
CMT,1,1,395,1.1,CRD,6.5,1.6
CMT,1,1,279,0.9,CRD,5.5,1.4
CMT,1,1,209,1.3,CRD,5.5,1.5
CMT,1,1,223,1.3,CRD,5.5,1.3
VTS,1,1,1320,4.44,CRD,18.0,3.7
VTS,1,1,480,2.81,CRD,10.0,2.0
VTS,1,1,540,1.76,CRD,8.0,1.5
VTS,1,1,240,0.79,CSH,5.0,0.0
VTS,1,1,780,2.05,CSH,10.5,0.0
CMT,1,1,552,2.1,CRD,9.0,2.5
CMT,1,1,1438,3.7,CRD,17.5,2.0
CMT,1,1,1273,10.7,CSH,31.0,0.0
VTS,1,1,1140,3.76,CSH,16.5,0.0
VTS,1,3,1080,4.46,CSH,17.0,0.0
VTS,1,1,360,2.41,CRD,9.0,1.8
VTS,1,2,540,1.38,CRD,8.5,1.8
VTS,1,1,840,3.94,CSH,14.5,0.0
VTS,1,3,1080,0.79,CSH,11.5,0.0
VTS,1,1,1020,5.69,CRD,19.0,4.0
VTS,1,2,300,0.73,CSH,5.0,0.0
CMT,1,1,1567,1.8,CRD,16.0,1.7
CMT,1,1,667,2.3,CRD,10.0,2.1
CMT,1,1,88,0.3,CRD,3.0,0.0
CMT,1,2,743,2.9,CSH,11.5,0.0
CMT,1,1,691,2.8,CRD,11.5,1.0
CMT,1,1,121,0.5,CRD,3.5,1.5
CMT,1,1,763,2.5,CRD,11.5,1.0
CMT,1,1,1567,5.3,CRD,20.5,1.5
CMT,1,1,904,2.3,CSH,11.5,0.0
CMT,1,1,392,0.7,CRD,6.0,1.3
CMT,1,1,522,0.4,CRD,6.5,1.4
CMT,1,1,452,0.7,CRD,6.5,1.4
CMT,1,1,724,1.3,CRD,9.0,1.0
VTS,1,2,360,1.48,CSH,7.0,0.0
VTS,1,2,420,1.53,CRD,7.5,1.0
VTS,1,2,840,5.12,CRD,17.0,2.0
VTS,1,3,300,0.8,CRD,5.5,1.0
VTS,1,4,180,0.55,CSH,4.5,0.0
VTS,1,2,780,2.9,CSH,11.5,0.0
VTS,1,6,480,1.5,CRD,8.0,1.0
VTS,1,6,720,1.2,CRD,9.0,1.8
VTS,1,6,600,1.25,CSH,8.0,0.0
VTS,1,6,1080,2.84,CRD,14.0,2.8
VTS,1,6,540,1.16,CRD,8.0,1.0
VTS,1,5,540,2.52,CRD,10.0,0.0
VTS,1,5,240,1.36,CRD,5.5,1.1
VTS,1,5,480,1.76,CSH,8.0,0.0
VTS,1,5,300,1.61,CRD,7.0,1.4
VTS,1,5,1620,9.02,CSH,28.0,0.0
CMT,1,1,478,1.6,CRD,7.5,1.6
CMT,1,1,652,2.0,CRD,9.0,2.0
CMT,1,1,1173,1.6,CRD,13.0,2.9
CMT,1,1,881,1.9,CSH,11.0,0.0
CMT,1,1,302,1.8,CRD,7.0,1.0
VTS,1,2,300,1.28,CSH,6.0,0.0
VTS,1,2,60,0.48,CSH,3.5,0.0
VTS,1,1,480,1.83,CSH,8.0,0.0
VTS,1,2,300,1.24,CRD,6.0,1.3
VTS,1,3,2040,4.53,CSH,23.5,0.0
VTS,1,2,600,3.41,CRD,12.5,3.25
VTS,1,1,180,0.94,CSH,5.0,0.0
VTS,1,1,1560,10.98,CRD,33.0,0.0
VTS,1,1,480,1.64,CSH,8.0,0.0
VTS,1,6,780,2.38,CSH,11.0,0.0
VTS,1,6,360,1.21,CSH,6.5,0.0
VTS,1,5,600,3.73,CRD,13.0,2.6
VTS,1,5,600,1.86,CRD,9.0,1.8
VTS,1,5,480,1.73,CRD,8.0,1.0
VTS,1,5,660,1.81,CRD,9.5,3.0
VTS,1,5,900,1.25,CSH,10.5,0.0
VTS,1,5,540,1.07,CSH,7.5,0.0
CMT,1,1,188,0.9,CRD,5.0,0.75
CMT,1,1,588,1.9,CRD,8.0,1.7
CMT,1,1,396,0.9,CRD,5.5,1.2
CMT,1,1,1643,3.4,CRD,16.5,2.0
CMT,1,2,678,2.2,CRD,9.0,1.9
CMT,1,1,995,3.1,CSH,11.5,0.0
CMT,1,1,359,1.2,CSH,6.5,0.0
VTS,2,1,1800,17.56,CRD,52.0,3.0
VTS,1,1,420,1.86,CSH,8.0,0.0
VTS,1,3,720,3.32,CSH,12.5,0.0
VTS,1,1,420,1.96,CRD,8.5,1.8
VTS,1,3,840,1.77,CSH,10.5,0.0
VTS,1,2,960,1.65,CSH,11.0,0.0
CMT,1,1,1525,1.9,CRD,16.0,3.3
CMT,1,1,1819,4.5,CRD,21.0,6.45
CMT,1,1,380,0.5,CRD,5.5,1.5
VTS,1,1,240,0.94,CSH,5.5,0.0
VTS,1,2,480,2.34,CRD,9.0,1.0
VTS,1,2,300,1.35,CSH,6.5,0.0
VTS,1,2,1260,2.87,CRD,15.0,4.8
VTS,1,3,360,1.49,CRD,7.0,1.5
VTS,1,1,300,1.09,CSH,6.0,0.0
VTS,1,3,600,4.77,CSH,14.0,0.0
VTS,1,5,480,2.46,CRD,9.5,1.9
VTS,1,5,480,1.59,CSH,8.0,0.0
VTS,1,4,540,1.02,CRD,7.0,1.4
VTS,1,5,600,1.8,CSH,9.5,0.0
VTS,1,5,480,2.37,CSH,9.0,0.0
VTS,1,5,120,0.46,CSH,3.5,0.0
VTS,1,4,660,2.18,CSH,10.0,0.0
VTS,1,5,1320,3.94,CSH,18.0,0.0
CMT,1,1,397,1.1,CRD,6.0,1.62
CMT,1,1,558,1.8,CRD,8.0,1.5
CMT,1,1,1217,2.6,CRD,13.0,4.0
CMT,1,2,1154,3.2,CSH,16.0,0.0
CMT,1,1,1551,2.7,CSH,17.5,0.0
CMT,1,1,955,1.0,CRD,10.5,3.0
CMT,1,1,596,1.4,CSH,8.5,0.0
CMT,1,1,1034,10.7,CSH,30.0,0.0
CMT,1,1,535,1.6,CRD,8.5,2.5
CMT,1,1,727,1.5,CRD,9.5,2.2
VTS,1,1,180,0.61,CRD,4.0,0.9
VTS,1,1,360,1.31,CRD,6.5,1.0
VTS,1,1,300,0.93,CRD,5.5,2.5
VTS,1,1,1080,1.71,CRD,12.0,2.6
CMT,1,1,985,3.1,CRD,14.0,2.0
CMT,1,1,311,1.6,CSH,7.0,0.0
CMT,1,1,652,1.6,CRD,9.0,1.0
CMT,1,1,644,1.6,CRD,8.5,3.0
CMT,1,1,324,0.7,CRD,5.5,1.5
VTS,1,2,180,0.63,CRD,5.0,1.2
VTS,1,2,960,4.72,CRD,16.0,3.3
VTS,1,2,360,1.47,CRD,7.5,1.0
VTS,1,2,720,0.87,CSH,8.5,0.0
VTS,1,3,480,1.47,UNK,7.5,1.12
VTS,1,2,1080,2.34,CSH,13.0,0.0
VTS,1,2,1380,10.11,CSH,30.0,0.0
VTS,1,3,1080,2.41,CRD,13.0,2.8
VTS,1,5,1800,3.64,CSH,20.5,0.0
VTS,1,5,420,1.98,CSH,8.0,0.0
VTS,1,5,540,2.45,CRD,10.0,2.0
CMT,1,1,331,0.8,CRD,5.5,1.2
CMT,1,2,557,0.6,CRD,7.0,1.5
CMT,1,1,685,1.1,CSH,9.0,0.0
CMT,1,2,1468,2.8,CSH,17.0,0.0
CMT,1,1,908,2.7,CRD,12.5,2.0
CMT,1,1,668,2.3,CSH,10.0,0.0
CMT,1,1,404,0.9,CRD,6.0,2.0
CMT,1,1,940,2.2,CSH,12.5,0.0
CMT,1,1,239,0.8,CRD,5.0,0.0
CMT,2,1,4,0.8,CRD,52.0,0.0
CMT,1,1,1523,10.3,CRD,31.5,11.15
CMT,1,1,20,1.9,CRD,2.5,6.0
CMT,1,2,110,0.4,CSH,3.5,0.0
CMT,1,1,858,9.2,CRD,26.0,3.0
VTS,1,6,1080,5.33,CRD,18.5,3.7
VTS,1,6,480,1.8,CSH,8.0,0.0
VTS,1,6,2940,10.08,CRD,40.0,8.0
VTS,1,6,720,1.87,CSH,9.5,0.0
VTS,1,6,360,0.82,CSH,5.5,0.0
VTS,1,6,480,1.21,CRD,7.0,0.0
VTS,1,6,540,1.47,CRD,7.5,1.0
VTS,1,6,840,3.05,CRD,12.5,1.5
VTS,1,5,1680,6.72,CRD,25.5,6.38
VTS,1,5,420,0.83,CSH,6.5,0.0
VTS,1,5,240,0.47,CSH,4.5,0.0
VTS,1,5,420,1.87,CSH,8.0,0.0
VTS,1,5,840,3.73,CSH,14.5,0.0
VTS,1,5,600,2.15,CRD,10.0,3.0
VTS,1,5,300,0.61,CSH,5.5,0.0
CMT,1,1,843,1.2,CSH,9.5,0.0
CMT,1,1,766,0.9,CRD,9.0,1.5
CMT,1,1,501,1.5,CRD,8.0,1.5
CMT,1,1,929,1.9,CRD,11.5,2.6
CMT,1,1,554,1.6,CRD,8.5,1.0
CMT,1,1,1049,5.7,CRD,20.0,1.5
CMT,1,1,708,2.7,CRD,10.5,2.87
CMT,1,1,640,1.6,CRD,9.0,1.0
VTS,1,1,360,1.78,CSH,7.5,0.0
VTS,1,1,900,2.48,CSH,11.0,0.0
VTS,1,1,1200,3.49,CSH,15.0,0.0
VTS,1,1,360,1.52,CSH,6.5,0.0
VTS,1,1,1140,3.4,CRD,15.0,3.0
VTS,1,1,300,1.28,CRD,6.5,0.0
CMT,1,1,364,0.8,CSH,6.0,0.0
CMT,1,2,150,0.9,CRD,5.0,0.0
CMT,1,1,987,8.5,CRD,25.0,4.0
CMT,1,1,1386,10.7,CRD,31.5,7.56
CMT,1,2,774,6.1,CSH,19.0,0.0
CMT,1,4,1027,6.7,CSH,21.5,0.0
CMT,1,1,337,1.0,CRD,6.0,1.3
CMT,1,1,575,2.8,CRD,10.0,2.1
CMT,1,2,499,2.2,CRD,9.0,1.9
CMT,1,1,634,2.8,CRD,10.5,2.2
CMT,1,1,399,1.2,CRD,6.5,1.75
CMT,1,1,646,3.2,CSH,12.0,0.0
CMT,1,1,497,1.3,CRD,7.5,1.6
VTS,1,6,720,1.48,CSH,9.5,0.0
VTS,1,6,300,0.75,CSH,5.5,0.0
VTS,1,6,1200,5.75,CRD,19.0,3.9
VTS,1,6,780,1.74,CRD,10.5,2.1
VTS,1,6,360,0.84,CRD,6.0,1.0
VTS,1,6,1560,1.46,CRD,15.0,3.0
VTS,1,5,420,1.82,CRD,8.0,1.25
VTS,1,5,300,1.06,CSH,6.0,0.0
VTS,1,5,360,1.71,CSH,7.5,0.0
VTS,1,5,540,1.45,CRD,8.5,1.7
VTS,1,5,420,1.28,CRD,7.5,1.0
VTS,1,4,600,2.09,CRD,9.5,2.0
VTS,1,5,480,2.52,CRD,10.0,2.0
VTS,1,5,240,1.37,CRD,5.5,1.1
VTS,1,5,480,1.19,CSH,6.0,0.0
VTS,1,5,1080,4.54,CSH,17.5,0.0
VTS,1,5,300,0.45,CSH,5.0,0.0
VTS,1,1,240,1.18,CSH,6.0,0.0
VTS,1,1,1920,4.88,CSH,22.0,0.0
VTS,1,1,240,0.5,CSH,4.5,0.0
VTS,1,1,420,2.95,CSH,10.5,0.0
VTS,1,1,1440,4.58,CSH,20.5,0.0
VTS,1,1,1020,2.98,CSH,14.0,0.0
VTS,1,1,1500,2.15,CRD,15.5,3.0
VTS,1,1,1200,7.09,CRD,23.5,4.8
CMT,1,1,396,1.1,CRD,6.0,1.3
CMT,1,2,723,1.9,CRD,10.0,2.3
CMT,1,1,710,1.1,CSH,8.5,0.0
CMT,1,1,573,3.0,CRD,10.5,2.3
CMT,1,1,740,1.9,CRD,10.0,2.3
CMT,1,1,584,1.2,CRD,8.0,1.9
CMT,1,1,561,5.2,CRD,16.0,2.0
VTS,1,1,600,2.74,CRD,11.0,3.0
VTS,1,1,960,3.83,CRD,14.5,3.0
VTS,1,1,180,1.01,CRD,5.0,1.0
VTS,1,1,1140,2.95,CRD,15.0,1.5
VTS,1,1,780,2.33,CRD,10.0,2.0
CMT,1,2,1459,2.2,CRD,16.0,4.37
CMT,1,2,450,1.5,CRD,7.5,0.0
CMT,1,1,503,3.3,CSH,11.5,0.0
CMT,1,4,272,0.7,CSH,5.0,0.0
CMT,1,3,494,1.7,CRD,8.0,1.8
CMT,1,1,811,7.5,CRD,22.5,5.76
CMT,1,3,832,2.5,CRD,11.5,2.5
CMT,1,2,950,2.5,CRD,11.5,2.0
CMT,1,1,248,0.9,CRD,5.0,1.1
CMT,1,1,314,1.7,CSH,7.0,0.0
CMT,1,2,363,1.9,CSH,7.5,0.0
CMT,1,2,679,1.5,CRD,9.0,1.9
CMT,1,2,164,0.6,CSH,4.5,0.0
CMT,1,1,307,0.7,CSH,5.5,0.0
CMT,1,2,774,1.8,CSH,9.5,0.0
VTS,1,6,960,5.35,CRD,17.5,2.5
VTS,1,6,60,0.03,CSH,3.0,0.0
VTS,1,6,720,1.67,CRD,9.5,2.85
VTS,1,6,960,1.05,CSH,10.5,0.0
VTS,1,4,960,4.45,CSH,15.5,0.0
VTS,1,5,780,4.28,CSH,15.0,0.0
VTS,1,5,120,0.46,CRD,4.0,0.8
VTS,1,5,600,1.88,CRD,9.0,1.5
VTS,5,1,0,0.08,CRD,102.0,20.4
VTS,1,5,480,1.98,CRD,8.5,1.7
VTS,1,5,1260,4.94,CRD,19.5,3.9
VTS,1,5,240,1.29,CSH,6.0,0.0
VTS,1,5,240,0.74,CSH,5.0,0.0
VTS,1,5,780,1.42,CSH,10.0,0.0
CMT,1,1,1151,1.3,CSH,12.0,0.0
CMT,1,1,1504,3.0,CRD,17.5,3.6
CMT,1,1,690,3.5,CSH,13.0,0.0
CMT,1,1,207,1.3,CSH,5.5,0.0
CMT,1,1,881,4.1,CSH,15.0,0.0
CMT,1,1,645,1.2,CRD,8.5,2.25
CMT,1,1,798,3.0,CRD,12.5,3.0
CMT,1,2,399,1.2,CSH,6.5,0.0
CMT,1,1,7,0.0,CRD,2.5,6.0
CMT,1,1,1200,15.7,CSH,42.0,0.0
VTS,1,1,240,1.14,CSH,5.5,0.0
VTS,1,1,1500,5.01,CSH,20.0,0.0
VTS,1,1,720,1.45,CSH,9.0,0.0
CMT,1,1,780,3.6,CRD,13.5,2.0
CMT,1,1,1633,9.8,CSH,31.0,0.0
CMT,1,1,151,0.6,CRD,4.0,0.5
CMT,1,1,247,1.0,CRD,5.0,1.0
VTS,1,1,1500,7.58,CRD,25.5,5.2
VTS,1,1,540,2.67,CSH,9.5,0.0
VTS,1,1,1020,4.88,CRD,16.5,5.1
VTS,1,1,660,2.52,CRD,10.5,2.2
VTS,1,1,180,0.82,CRD,5.0,1.0
VTS,1,1,360,1.18,CRD,6.5,1.5
VTS,1,1,840,1.91,CSH,11.5,0.0
VTS,1,1,480,0.55,CRD,6.5,1.0
VTS,1,5,420,1.21,CRD,7.0,1.4
VTS,1,5,780,1.81,CSH,10.5,0.0
VTS,1,5,300,1.48,CSH,7.0,0.0
VTS,1,5,600,1.18,CSH,8.0,0.0
VTS,1,5,120,0.84,CSH,4.5,0.0
CMT,1,1,2410,7.0,CSH,25.0,0.0
CMT,2,3,3557,18.5,CSH,52.0,0.0
CMT,1,1,427,0.9,CRD,6.5,1.0
CMT,2,3,3798,17.6,CRD,52.0,0.01
CMT,1,1,225,0.5,CSH,4.5,0.0
CMT,1,2,889,1.9,CSH,10.5,0.0
CMT,1,1,251,2.3,CSH,8.0,0.0
CMT,1,3,280,1.0,CSH,5.5,0.0
CMT,1,1,411,1.0,CRD,6.0,1.3
CMT,1,2,673,1.7,CRD,9.0,1.9
CMT,1,1,1709,2.8,CRD,17.5,3.6
CMT,1,1,105,0.4,CSH,3.5,0.0
CMT,1,1,1260,3.7,CSH,16.5,0.0
CMT,1,1,566,1.3,CSH,8.0,0.0
CMT,1,1,653,5.5,CRD,17.0,3.5
CMT,1,1,43,0.3,CSH,3.0,0.0
CMT,1,1,582,1.9,CSH,9.0,0.0
CMT,1,1,337,1.4,CRD,7.0,1.5
CMT,1,1,660,1.4,CRD,9.0,1.9
VTS,1,1,780,4.88,CRD,16.5,3.5
VTS,1,2,900,3.89,CRD,14.5,3.0
VTS,1,3,900,4.2,CRD,15.0,3.1
VTS,1,3,540,2.29,CRD,9.5,2.0
VTS,1,3,660,1.92,CSH,10.0,0.0
VTS,1,2,600,1.17,CRD,8.0,1.0
VTS,1,2,660,1.24,CRD,8.5,1.9
CMT,1,1,475,2.6,CRD,10.0,1.0
CMT,1,2,548,1.4,CRD,8.0,1.5
CMT,1,1,859,2.1,CRD,11.0,2.3
CMT,1,1,264,0.8,CSH,5.0,0.0
CMT,1,1,1164,4.9,CSH,18.0,0.0
CMT,1,1,1670,12.7,CRD,37.0,9.5
CMT,1,1,142,0.5,CRD,4.5,1.1
CMT,1,2,527,1.5,CSH,8.0,0.0
CMT,1,1,496,1.0,CRD,6.5,25.0
CMT,1,1,318,0.7,CRD,5.0,15.0
CMT,1,2,344,1.0,CRD,6.0,2.0
CMT,1,1,467,1.3,CRD,7.0,2.0
CMT,1,1,540,0.6,CRD,7.5,1.7
CMT,1,3,205,0.8,CRD,4.5,1.0
CMT,1,2,798,2.1,CSH,11.0,0.0
CMT,1,1,378,1.3,CRD,6.5,2.0
CMT,1,1,1721,18.6,CSH,50.0,0.0
